Site Name,Site ID,Circuit Purpose,DSR Provider,DSR Provider (Normalized),ARIN Provider,ARIN Provider (Normalized),Match Status,Match Score,Match Reason,DSR Speed,DSR Cost,DSR IP,Matched WAN Port,WAN1 IP,WAN1 ARIN Provider,WAN2 IP,WAN2 ARIN Provider
AZP 47,AZP 47,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 50.0M,$266.67,24.250.126.108,WAN1,24.250.126.108,Cox Communications,70.56.190.49,CenturyLink
AZP 48,AZP 48,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.174.240.92,WAN1,98.174.240.92,Cox Communications,166.168.231.125,Verizon
AZP 49,AZP 49,Primary,CenturyLink/Qwest,centurylink/qwest,CenturyLink Communications,centurylink communications,Match,95,Canonical match: CenturyLink,12.0M x 2.0M,$89.99,65.101.21.49,WAN1,65.101.21.49,CenturyLink Communications,166.184.158.237,AT&T
AZP 50,AZP 50,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,72.212.146.133,WAN1,72.212.146.133,Cox Communications,166.253.101.25,Verizon
AZP 51,AZP 51,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.79.51.123,WAN1,174.79.51.123,Cox Communications,166.180.159.135,Verizon
AZP 53,AZP 53,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,72.212.135.50,WAN1,72.212.135.50,Cox Communications,107.84.133.148,AT&T
AZP 54,AZP 54,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.66.126.100,WAN1,174.66.126.100,Cox Communications,216.161.165.161,CenturyLink
AZP 54,AZP 54,Secondary,CenturyLink/Qwest,centurylink/qwest,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,100.0M x 10.0M,$149.99,216.161.165.161,WAN2,174.66.126.100,Cox Communications,216.161.165.161,CenturyLink
AZP 55,AZP 55,Primary,CenturyLink Fiber Plus,centurylinkplus,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,500.0M x 500.0M,$607.60,204.132.235.26,WAN1,204.132.235.26,CenturyLink,107.84.130.91,AT&T
AZP 57,AZP 57,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.191.119.115,WAN1 (Provider Match),68.10.39.14,Cox Communications,100.119.151.7,Internet Assigned Numbers Authority
AZP 58,AZP 58,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,72.194.165.206,WAN1,72.194.165.206,Cox Communications,166.184.138.180,AT&T
AZP 59,AZP 59,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,70.175.31.234,WAN1,70.175.31.234,Cox Communications,166.253.101.22,Verizon
AZP 60,AZP 60,Primary,Mediacom/BOI,mediacom/boi,Mediacom Communications Corporation,mediacom communications corporation,Match,100,Special case: mediacom <-> mediacom communications,1000.0M x 30.0M,$353.34,74.84.70.98,WAN1,74.84.70.98,Mediacom Communications Corporation,166.168.231.192,Verizon
AZP 61,AZP 61,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,200.0M x 20.0M,$217.78,72.194.182.2,WAN1,72.194.182.2,Cox Communications,107.80.173.58,AT&T
AZP 62,AZP 62,Primary,Cox Business/BOI ,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.79.57.162,WAN1 (Provider Match),98.163.139.45,Cox Communications,166.184.134.62,AT&T
AZS 01,AZS 01,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.190.144.243,WAN1,98.190.144.243,Cox Communications,166.184.136.39,AT&T
AZT 01,AZT 01,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,72.194.173.124,WAN1,72.194.173.124,Cox Communications,107.84.134.65,Unknown
AZT 02,AZT 02,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,68.98.215.100,WAN1,68.98.215.100,Cox Communications,65.100.99.25,CenturyLink
AZT 02,AZT 02- B,Secondary,EB2-Centurylink DSL,eb2-centurylink,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,100.0M x 10.0M,$128.00,65.100.99.25,WAN2,68.98.215.100,Cox Communications,65.100.99.25,CenturyLink
AZT 03,AZT 03,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,184.183.13.237,WAN1,184.183.13.237,Cox Communications,166.253.101.121,Verizon
AZT 06,AZT 06,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.208.236.45,WAN1,50.208.236.45,Comcast,107.84.135.3,AT&T
AZT 07,AZT 07,Primary,Cox Business,cox business,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,200.0M x 200.0M,$435.00,72.214.214.230,WAN1,72.214.214.230,Cox Communications,143.105.158.129,"SpaceX Services, Inc."
AZT 09,AZT 09,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,75.146.134.225,WAN1,75.146.134.225,Comcast,166.248.10.101,Unknown
AZT 10,AZT 10,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.190.145.73,WAN1,98.190.145.73,Cox Communications,166.253.101.12,Verizon
AZT 11,AZT 11,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.248.113.137,WAN1,50.248.113.137,Comcast,,
AZT 12,AZT 12,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,98.164.141.100,WAN1,98.164.141.100,Cox Communications,63.227.80.166,Micro Import Service
AZT 12,AZT 12,Secondary,Lumen Qwest,lumen qwest,Cox Communications,cox communications,No Match,31,"Low similarity (scores: 21, 31, 21)",100.0M x 10.0M,$139.99,63.227.80.161,Unknown,98.164.141.100,Cox Communications,63.227.80.166,Micro Import Service
AZT 13,AZT 13,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,68.98.221.146,WAN1,68.98.221.146,Cox Communications,67.41.31.9,CenturyLink
AZT 13,AZT 13,Secondary,GTT/ESA2 ADSL,gtt/esa2 a,CenturyLink,centurylink,No Match,19,"Low similarity (scores: 10, 17, 19)",60.0M x 5.0M,$192.56,67.41.31.9,WAN2,68.98.221.146,Cox Communications,67.41.31.9,CenturyLink
AZT 14,AZT 14,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,68.14.243.158,WAN1,68.14.243.158,Cox Communications,204.17.35.54,"Login, Inc."
AZT 14,AZT 14 -B,Secondary,Login,login,"Login, Inc.",login inc,Match,100,"Fuzzy match (scores: 71, 100, 71)",100.0M x 20.0M,$450.00,204.17.35.54,WAN2,68.14.243.158,Cox Communications,204.17.35.54,"Login, Inc."
AZY 01,AZY 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,74.62.234.182,WAN1,74.62.234.182,Charter Communications,166.184.131.75,AT&T
AZY 02,AZY 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,76.79.115.26,WAN2,170.64.15.200,Customer Static IP Range at YUM02,76.79.115.26,Charter Communications
AZY 02,AZY 02- B,Secondary,Allo Communications,allo communications,Customer Static IP Range at YUM02,customer static ip range at yum02,No Match,36,"Low similarity (scores: 27, 36, 35)",1000.0M x 1000.0M,$264.00,170.64.15.200,WAN1,170.64.15.200,Customer Static IP Range at YUM02,76.79.115.26,Charter Communications
CAL000,CAL000,Primary,Frontier FIOS,frontier fios,,,No Match,0,No WAN1 ARIN data,500.0M x 500.0M,$59.99,47.180.93.139,Unknown,,,,
CAL000,CAL000 -B,Secondary,Spectrum,spectrum,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$172.23,98.152.193.10,Unknown,,,,
CAL 01,CAL 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,76.83.31.54,WAN1,76.83.31.54,Charter Communications,47.180.162.176,Frontier Communications
CAL 01,CAL 01 -B,Secondary,EB2-Frontier Fiber,eb2-frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$245.00,47.180.162.176,WAN2,76.83.31.54,Charter Communications,47.180.162.176,Frontier Communications
CAL 02,CAL 02,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,137.27.244.230,WAN1,137.27.244.230,Charter Communications,47.176.36.66,Frontier Communications
CAL 02,CAL 02- B,Secondary,Frontier MetroFiber,frontier metro,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,100.0M x 100.0M,$530.00,47.176.36.66,WAN2,137.27.244.230,Charter Communications,47.176.36.66,Frontier Communications
CAL 03,CAL 03,Primary,GTT Ethernet,gtt ethernet,Frontier Communications,frontier communications,No Match,35,"Low similarity (scores: 29, 35, 23)",200.0M x 200.0M,$177.66,47.180.197.231,WAN1,47.180.197.231,Frontier Communications,107.84.131.50,AT&T
CAL 04,CAL 04,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,137.27.235.102,WAN2,99.124.162.177,AT&T,137.27.235.102,Charter Communications
CAL 04,CAL 04 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.124.162.177,WAN1,99.124.162.177,AT&T,137.27.235.102,Charter Communications
CAL 05,CAL 05,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,69.75.15.162,WAN1,69.75.15.162,Charter Communications,166.169.68.152,Verizon
CAL 06,CAL 06,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,173.196.167.10,WAN1,173.196.167.10,Charter Communications,166.248.10.87,Verizon
CAL 07,CAL 07,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,162.198.186.161,WAN1,162.198.186.161,AT&T,166.246.93.59,Verizon
CAL 08,CAL 08 (Formerly Cal 12),Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,137.27.225.142,WAN1,137.27.225.142,Charter Communications,68.95.185.33,AT&T
CAL 08,CAL 08 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.13.226.9,WAN2 (Provider Match),137.27.225.142,Charter Communications,68.95.185.33,AT&T
CAL 09,CAL 09,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,98.152.191.174,WAN1,98.152.191.174,Charter Communications,47.180.28.28,Frontier Communications
CAL 09,CAL 09 -B,Secondary,EB2-Frontier Fiber,eb2-frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$245.00,47.180.28.28,WAN2,98.152.191.174,Charter Communications,47.180.28.28,Frontier Communications
CAL 10,CAL 10,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,47.46.116.90,WAN1,47.46.116.90,Charter Communications,166.248.10.20,Verizon
CAL 11,CAL 11,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,184.188.125.168,WAN1,184.188.125.168,Cox Communications,166.184.138.90,AT&T
CAL 12,CAL 12,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,45.25.217.241,WAN1,45.25.217.241,AT&T,166.253.101.37,Verizon
CAL 13,CAL 13,Primary,EB2-Frontier Fiber,eb2-frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,1000.0M x 1000.0M,$339.00,47.181.218.180,WAN1,47.181.218.180,Frontier Communications,166.184.139.39,AT&T
CAL 14,CAL 14,Primary,One Ring Networks,one ring networks,"Skyriver Communications, Inc.",skyriver communications inc,No Match,42,"Low similarity (scores: 32, 42, 41)",300.0M x 30.0M,$950.00,72.34.90.78,WAN1,72.34.90.78,"Skyriver Communications, Inc.",166.184.134.74,AT&T
CAL 15,CAL 15,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,98.153.174.142,WAN1,98.153.174.142,Charter Communications,166.184.158.193,AT&T
CAL 17,,Primary,Frontier,frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$830.00,,WAN1 (Provider Match),47.176.201.18,Frontier Communications,166.180.159.133,Verizon
CAL 18,CAL 18,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,47.46.116.74,WAN1,47.46.116.74,Charter Communications,166.248.10.11,Verizon
CAL 19,CAL 19,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,99.29.108.233,WAN1,99.29.108.233,AT&T,166.248.7.162,Verizon
CAL 20,,Primary,Frontier,frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$830.00,,WAN1 (Provider Match),47.179.15.126,Frontier Communications,166.168.180.3,Verizon
CAL 21,CAL 21,Primary,AT&T Broadband,at&t broadband,AT&T,at&t,Match,100,Special case: at&t <-> at&t,45.0M x 6.0M,$85.50,23.114.69.105,WAN2,68.77.247.81,AT&T,23.114.69.105,AT&T
CAL 21,CAL 21 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,68.77.247.81,WAN1,68.77.247.81,AT&T,23.114.69.105,AT&T
CAL 22,CAL 22,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,600.0M x 35.0M,$244.45,173.196.160.142,WAN1,173.196.160.142,Charter Communications,108.227.54.145,AT&T
CAL 22,CAL 22 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.227.54.145,WAN2,173.196.160.142,Charter Communications,108.227.54.145,AT&T
CAL 23,CAL 23,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,600.0M x 35.0M,$172.23,24.199.26.158,WAN2,99.128.22.105,AT&T,24.199.26.158,Charter Communications
CAL 23,CAL 23 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,99.128.22.105,WAN1,99.128.22.105,AT&T,24.199.26.158,Charter Communications
CAL 24,,Primary,Frontier Fios,frontier fios,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,,$234.45,,WAN1 (Provider Match),47.176.12.58,Frontier Communications,166.211.206.131,Verizon
CAL 24,,Primary,Frontier,frontier,Frontier Communications,frontier communications,Match,100,Special case: frontier <-> frontier communications,500.0M x 500.0M,$830.00,,WAN1 (Provider Match),47.176.12.58,Frontier Communications,166.211.206.131,Verizon
CAL 26,CAL 26,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,67.53.103.142,WAN1,67.53.103.142,Charter Communications,99.30.252.57,AT&T
CAL 26,CAL 26 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,99.30.252.57,WAN2,67.53.103.142,Charter Communications,99.30.252.57,AT&T
CAL 28,CAL 28,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,137.27.238.234,WAN1,137.27.238.234,Charter Communications,107.84.135.154,AT&T
CAL 29,,Primary,Frontier,frontier,Verizon,verizon,No Match,55,"Low similarity (scores: 40, 55, 40)",500.0M x 500.0M,$830.00,,Unknown,12.3.118.66,AT&T,166.154.40.59,Verizon
CAL 31,CAL 31,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,76.80.189.186,WAN1,76.80.189.186,Charter Communications,166.248.9.234,Verizon
CAL 33,CAL 33,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,23.24.207.137,WAN1,23.24.207.137,Comcast,107.84.138.101,Unknown
CAL 35,CAL 35,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,47.46.116.98,WAN2,107.215.140.233,AT&T,47.46.116.98,Charter Communications
CAL 35,CAL 35 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.215.140.233,WAN1,107.215.140.233,AT&T,47.46.116.98,Charter Communications
CAL 37,CAL 37,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,144.129.44.198,WAN1,144.129.44.198,Charter Communications,166.253.101.24,Verizon
CAL 38,CAL 38,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$207.45,71.95.197.18,WAN1,71.95.197.18,Charter Communications,166.253.101.18,Verizon
CAL 40,CAL 40,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 200.0M,$165.00,104.183.137.49,WAN1,104.183.137.49,AT&T,166.253.101.23,Verizon
CAL 41,CAL 41,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,1000.0M x 50.0M,$355.56,45.59.236.50,WAN2,108.227.52.33,AT&T,45.59.236.50,Charter Communications
CAL 41,CAL 41 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.227.52.33,WAN1,108.227.52.33,AT&T,45.59.236.50,Charter Communications
CAL 42,CAL 42,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,107.200.251.9,WAN1,107.200.251.9,AT&T,107.77.80.81,AT&T
CAL 43,CAL 43,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,68.189.120.98,WAN2,104.52.151.233,AT&T,68.189.120.98,Charter Communications
CAL 43,CAL 43 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.52.151.233,WAN1,104.52.151.233,AT&T,68.189.120.98,Charter Communications
CAL 44,CAL 44,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.199.12.162,WAN2,104.52.24.57,AT&T,24.199.12.162,Charter Communications
CAL 44,CAL 44 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.52.24.57,WAN1,104.52.24.57,AT&T,24.199.12.162,Charter Communications
