site_name,site_id,circuit_purpose,provider_name,speed,cost,gets_badge,exclusion_reason,wan1_provider,wan2_provider,wan1_arin,wan2_arin,arin_could_help
TXD 00,TXD 00,Primary,Spectrum,600.0M x 35.0M,244.45,No,No Meraki device,,,,,No
TXD00,TXD00,Primary,Spectrum,600.0M x 35.0M,172.23,No,No Meraki device,,,,,No
TXH00,TXH00,Primary,Comcast Workplace,300.0M x 30.0M,175.56,No,No Meraki device,,,,,No
TXH00,TXH00 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,No Meraki device,,,,,No
TXH Training,TXH Training,Primary,Comcast Workplace,300.0M x 30.0M,175.56,No,No Meraki device,,,,,No
TXHW00,TXHW00,Primary,Comcast Workplace,600.0M x 35.0M,234.45,No,No Meraki device,,,,,No
TXHW00,TXHW00 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,No Meraki device,,,,,No
TXS 00,TXS 00 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,No Meraki device,,,,,No
TXS000,TXS 00,Primary,Spectrum,600.0M x 35.0M,244.45,No,No Meraki device,,,,,No
UTS 00,UTS 00,Primary,Zayo Communications,100.0M x 100.0M,495.00,No,No Meraki device,,,,,No
UTSW01,UTSW01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,No,No Meraki device,,,,,No
UTSW02,UTSW02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,No,No Meraki device,,,,,No
VAF 01,VAF 01,Primary,Comcast Workplace,250.0M x 25.0M,186.18,No,No Meraki device,,,,,No
VAR 00,VAR 00,Primary,Comcast Workplace,600.0M x 35.0M,234.45,No,No Meraki device,,,,,No
WAS00,WAS00,Primary,Ziply Fiber,1000.0M x 1000.0M,200.00,No,No Meraki device,,,,,No
WDGA01_01,WDGA01_01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,No Meraki device,,,,,No
WDIL01,WDIL01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,No,No Meraki device,,,,,No
WDTD01,WDTD01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.00,No,No Meraki device,,,,,No
AZF 02,AZF 02,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,Lightpath ,Lightpath,Optimum,Optimum,No
AZH 01,AZH 01,Primary,Altice West,500.0M x 50.0M,212.77,No,Provider mismatch,Optimum,Digi,Optimum,AT&T,No
AZT 14,AZT 14 -B,Secondary,Login,100.0M x 20.0M,450.00,No,Provider mismatch,Cox Business/BOI,"Login, Inc.",Cox Communications,"Login, Inc.",No
CAN 22,CAN 22,Primary,Vista Broadband,15.0M x 15.0M,250.00,No,Provider mismatch,Comcast Workplace,AT&T Broadband II,Comcast,AT&T,No
CAN 58,CAN 58 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,No,Provider mismatch,Private Customer - AT&T Internet Services,Comcast Workplace,AT&T,Comcast,Yes
GAA 03,GAA 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,No,Provider mismatch,Private Customer - AT&T Internet Services,Comcast Workplace,AT&T,Private IP,Yes
MOS 12,MOS 12 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,No,Provider mismatch,Private Customer - AT&T Internet Services,Spectrum,AT&T,Charter Communications,Yes
OKA 01,OKA 01,Primary,SparkLight,300.0M x 30.0M,224.99,No,Provider mismatch,AT&T Broadband II,AT&T Broadband II,"Cable One, Inc.",AT&T,No
TXD 28,TXD 28 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,Provider mismatch,Spectrum,Spectrum,AT&T,Charter Communications,Yes
TXD 50,TXD 50 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,Provider mismatch,Private Customer - AT&T Internet Services,Charter Communications Inc,AT&T,Charter Communications,Yes
TXD 50,TXD 50,Primary,Spectrum,600.0M x 35.0M,244.45,No,Provider mismatch,Private Customer - AT&T Internet Services,Charter Communications Inc,AT&T,Charter Communications,No
TXH 23,TXH 23,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,Optimum,Digi,Optimum,Private IP,No
TXH 43,TXH 43,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,"AT&T Enterprises, LLC",Optimum,AT&T,Optimum,No
TXH 74,TXH 74,Primary,Altice,500.0M x 50.0M,212.77,No,Provider mismatch,Optimum,VZW Cell,Private IP,Private IP,No
TXH 85,TXH 85,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,Optimum,Verizon Business,Optimum,Verizon,No
TXH 92,TXH 92- B,Secondary,Brightspeed,80.0M x 10.0M,149.99,No,Provider mismatch,Comcast Workplace,CenturyLink Communications LLC,Comcast,Private IP,No
TXW 03,TXW 03,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,Optimum,Digi,Optimum,Private IP,No
TXW 06,TXW 06,Primary,Altice West,500.0M x 50.0M,222.23,No,Provider mismatch,Optimum,Digi,Optimum,Private IP,No
VAB 03,VAB 03 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,No,Provider mismatch,Verizon FIOS,DSR Cox Cable,Verizon,Private IP,No
CAS 13,CAS 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,No,Should get badge,,,,,No
CAS 13,CAS 13 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,No,Should get badge,,,,,No
FLP 03,FLP 03,Primary,Mediacom/BOI,300.0M x 20.0M,244.69,No,Should get badge,AT&T Broadband II,,AT&T,,No
TXD 33,TXD 33 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,No,Should get badge,Spectrum,,Private IP,,No
ALB 01,ALB 01,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
ALB 01,ALB 01 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
ALB 03,ALB 03,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Verizon,No
ALM 01,ALM 01,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
ALM 01,ALM 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
ALM 02,ALM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
ALM 02,ALM 02,Primary,Spectrum,300.0M x 20.0M,207.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
ALM 03,ALM 03,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
ALM 03,ALM 03- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
ALM 04,ALM 04- B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
ALM 04,ALM 04,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
ALN 01,ALN 01,Primary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Comcast Workplace,Digi,Comcast,AT&T,Yes
ALN 02,ALN 02 -B,Secondary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ALN 02,ALN 02,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ALS 01,ALS 01,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Comcast Workplace,Charter Communications,Comcast,No
ALS 01,ALS 01 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,Yes,Should get badge,Spectrum,Comcast Workplace,Charter Communications,Comcast,Yes
ALS 02,ALS 02,Primary,C Spire,1000.0M x 1000.0M,349.00,Yes,Should get badge,C Spire,Brightspeed,C Spire Fiber,CenturyLink,Yes
ALS 02,ALS 02-B,Secondary,Brightspeed,300.0M x 300.0M,995.00,Yes,Should get badge,C Spire,Brightspeed,C Spire Fiber,CenturyLink,No
ARL 01,ARL 01- B,Secondary,Comcast Workplace,1000.0M x 35.0M,282.23,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ARL 01,ARL 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ARL 02,ARL 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ARL 02,ARL 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,Yes,Should get badge,AT&T Broadband II,Comcast Workplace,AT&T,Comcast,Yes
ARL 03,ARL 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Conway Corporation,AT&T Broadband II,Conway Corporation,AT&T,Yes
ARL 03,ARL 03,Primary,Conway Corporation,500.0M x 50.0M,154.95,Yes,Should get badge,Conway Corporation,AT&T Broadband II,Conway Corporation,AT&T,Yes
ARL 04,ARL 04,Primary,Altice West,300.0M x 30.0M,151.12,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,No
ARL 04,ARL 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Altice West,AT&T Broadband II,Optimum,AT&T,Yes
ARL 05,ARL 05,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Ritter Communications,AT&T,Ritter Communications,Yes
ARL 05,ARL 05- B,Secondary,Ritter Communications,250.0M x 250.0M,194.99,Yes,Should get badge,AT&T Broadband II,Ritter Communications,AT&T,Ritter Communications,Yes
ARL 06,ARL 06 - B,Secondary,Brightspeed,100.0M x 100.0M,666.00,Yes,Should get badge,Brightspeed,Altice West,CenturyLink,Optimum,No
ARL 06,ARL 06,Primary,Altice West,300.0M x 30.0M,151.12,Yes,Should get badge,Brightspeed,Altice West,CenturyLink,Optimum,No
ARO 01,ARO 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 01,ARO 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 02,ARO 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 02,ARO 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 03,ARO 03 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 03,ARO 03,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
ARO 04,ARO 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
ARO 04,ARO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
ARO 05,ARO 05 -B,Secondary,Ritter Communications,250.0M x 250.0M,199.99,Yes,Should get badge,Yelcot Communications,Ritter Communications,YELCOT TELEPHONE COMPANY,Ritter Communications,Yes
ARO 05,ARO 05,Primary,Yelcot Communications,300.0M x 30.0M,225.00,Yes,Should get badge,Yelcot Communications,Ritter Communications,YELCOT TELEPHONE COMPANY,Ritter Communications,Yes
ARO 06,ARO 06- B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,Cox Communications,AT&T,Yes
ARO 06,ARO 06,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,Cox Communications,AT&T,Yes
AZC 01,AZC 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZF 01,AZF 01,Primary,CenturyLink Fiber Plus ,500.0M x 500.0M,529.00,Yes,Should get badge,CenturyLink Fiber Plus ,,Cox Communications,AT&T,No
AZF 02,AZF 02 -B,Secondary,Lightpath ,300.0M x 300.0M,435.00,Yes,Should get badge,Lightpath ,Lightpath,Optimum,Optimum,No
AZK 01,AZK 01 -B,Secondary,Allo Communications,500.0M x 500.0M,204.00,Yes,Should get badge,Frontier,Allo Communications,Frontier Communications,Customer Public IP Range at KGM01,No
AZM 01,AZM 01,Primary,Orbitel Communications,300.0M x 20.0M,199.95,Yes,Should get badge,Orbitel Communications,Digi,"Orbitel Communications, LLC",AT&T,Yes
AZN 02,AZN 02,Primary,EB2-CableOne Cable,300.0M x 30.0M,335.00,Yes,Should get badge,"CABLE ONE, INC.",Digi,"Cable One, Inc.",AT&T,Yes
AZN 03,AZN 03,Primary,Sparklight,300.0M x 30.0M,248.75,Yes,Should get badge,Sparklight,Digi,"Cable One, Inc.",Verizon,No
AZN 05,AZN 05,Primary,TransWorld,500.0M x 500.0M,300.00,Yes,Should get badge,TransWorld,VZW Cell,FAIRNET LLC,Verizon,No
AZN 06,AZN 06,Primary,Sparklight,300.0M x 30.0M,224.29,Yes,Should get badge,Sparklight,Verizon Business,"Cable One, Inc.",Verizon,No
AZP 01,AZP 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Verizon Business,Cox Communications,Verizon,Yes
AZP 03,AZP 03 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business BOI,Digi,Cox Communications,AT&T,Yes
AZP 05,AZP 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Starlink,Cox Communications,ZeroOutages,Yes
AZP 07,AZP 07,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 08,AZP 08,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 09,AZP 09,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Lumen DSL,Cox Communications,CenturyLink,Yes
AZP 09,AZP 09- B,Secondary,EB2-Lumen DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Lumen DSL,Cox Communications,CenturyLink,No
AZP 10,AZP 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 11,AZP 11,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 13,AZP 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,AT&T,Yes
AZP 14,AZP 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 16,AZP 16,Primary,Cox Business/BOI,300.0M x 30.0M,387.24,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 17,AZP 17,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 18,AZP 18 -B,Secondary,EB2-CenturyLink DSL,80.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-CenturyLink DSL,Cox Communications,CenturyLink,Yes
AZP 18,AZP 18,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-CenturyLink DSL,Cox Communications,CenturyLink,Yes
AZP 19,AZP 19,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 20,AZP 20,Primary,Saddleback Communications,300.0M x 80.0M,618.75,Yes,Should get badge,Saddleback Communications,VZW Cell,Saddleback Communications,Verizon,Yes
AZP 21,AZP 21,Primary,Cox Business/BOI,100.0M x 20.0M,220.22,Yes,Should get badge,Cox Business/BOI,CenturyLink/Embarq,Cox Communications,CenturyLink,Yes
AZP 21,AZP 21,Secondary,CenturyLink/Embarq,80.0M x 10.0M,209.99,Yes,Should get badge,Cox Business/BOI,CenturyLink/Embarq,Cox Communications,CenturyLink,Yes
AZP 22,AZP 22- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,"Ocotillo Technologies, Inc.",No
AZP 22,AZP 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,"Ocotillo Technologies, Inc.",Yes
AZP 23,AZP 23,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 24,AZP 24 -B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 24,AZP 24,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 25,AZP 25,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 26,AZP 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 26,AZP 26- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 27,AZP 27,Secondary,CenturyLink/Qwest,40.0M x 20.0M,119.99,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 27,AZP 27,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 28,AZP 28,Secondary,CenturyLink/Qwest,140.0M x 20.0M,189.99,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 28,AZP 28,Primary,Cox Business/BOI,500.0M x 50.0M,342.23,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 29,AZP 29- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,Yes,Should get badge,Cox Business/BOI,EB2-Lumen DSL,Cox Communications,CenturyLink,No
AZP 29,AZP 29,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Lumen DSL,Cox Communications,CenturyLink,Yes
AZP 30,AZP 30- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 30,AZP 30,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 31,AZP 31,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
AZP 32,AZP 32,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 33,AZP 33,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 34,AZP 34,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Starlink,Cox Communications,"SpaceX Services, Inc.",Yes
AZP 35,AZP 35,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Verizon Business,Cox Communications,Verizon,Yes
AZP 36,AZP 36,Primary,Wyyerd Fiber,2000.0M x 2000.0M,750.00,Yes,Should get badge,Wyyerd Fiber,Starlink,ZONA COMMUNICATIONS,"SpaceX Services, Inc.",No
AZP 37,AZP 37,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest ,Cox Communications,CenturyLink,Yes
AZP 37,AZP 37,Secondary,CenturyLink/Qwest ,60.0M x 5.0M,189.99,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest ,Cox Communications,CenturyLink,Yes
AZP 38,AZP 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 39,AZP 39,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 42,AZP 42,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 43,AZP 43,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink ,Cox Communications,"CenturyLink Communications, LLC",Yes
AZP 43,AZP 43,Secondary,CenturyLink ,80.0M x 10.0M,139.99,Yes,Should get badge,Cox Business/BOI,CenturyLink ,Cox Communications,"CenturyLink Communications, LLC",Yes
AZP 44,AZP 44,Secondary,CenturyLink/Embarq,100.0M x 10.0M,139.99,Yes,Should get badge,CenturyLink,Digi,CenturyLink,AT&T,Yes
AZP 45,AZP 45,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Starlink,Cox Communications,"SpaceX Services, Inc.",Yes
AZP 46,AZP 46,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 46,AZP 46- B,Secondary,EB2-Centurylink DSL,140.0M x 20.0M,151.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZP 47,AZP 47,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink,Cox Communications,CenturyLink,Yes
AZP 48,AZP 48,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 49,AZP 49,Primary,CenturyLink/Qwest,12.0M x 2.0M,89.99,Yes,Should get badge,CenturyLink/Qwest,Digi,CenturyLink Communications,AT&T,Yes
AZP 50,AZP 50,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Verizon Business,Cox Communications,Verizon,Yes
AZP 51,AZP 51,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 53,AZP 53,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 54,AZP 54,Secondary,CenturyLink/Qwest,100.0M x 10.0M,149.99,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 54,AZP 54,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink/Qwest,Cox Communications,CenturyLink,Yes
AZP 55,AZP 55,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,607.60,Yes,Should get badge,CenturyLink Fiber Plus,Digi,CenturyLink,AT&T,Yes
AZP 57,AZP 57,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Internet Assigned Numbers Authority,Yes
AZP 58,AZP 58,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 59,AZP 59,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZP 60,AZP 60,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,Yes,Should get badge,Mediacom Communications Corporation,VZW Cell,Mediacom Communications Corporation,Verizon,Yes
AZP 61,AZP 61,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZP 62,AZP 62,Primary,Cox Business/BOI ,300.0M x 30.0M,266.67,Yes,Should get badge,,Digi,Cox Communications,AT&T,Yes
AZS 01,AZS 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,AT&T,Yes
AZT 01,AZT 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,Unknown,Yes
AZT 02,AZT 02- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZT 02,AZT 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,EB2-Centurylink DSL,Cox Communications,CenturyLink,Yes
AZT 03,AZT 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZT 06,AZT 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,Digi,Comcast,AT&T,Yes
AZT 07,AZT 07,Primary,Cox Business,200.0M x 200.0M,435.00,Yes,Should get badge,Cox Business,Starlink,Cox Communications,"SpaceX Services, Inc.",Yes
AZT 09,AZT 09,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,Unknown,Yes
AZT 10,AZT 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Verizon,Yes
AZT 11,AZT 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,Yes,Should get badge,Comcast Workplace,VZW Cell,Comcast,,Yes
