Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
TXE 05,TXE 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,100.0M x 100.0M,$90.00
TXE 06,TXE 06,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
TXE 06,TXE 06 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXE 07,TXE 07,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
TXE 07,TXE 07 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXG 01,TXG 01,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,2000.0M x 2000.0M,$240.04
TXG 02,TXG 02- B,Secondary,VZW Cell,"Consolidated Communications, Inc.",Consolidated Communications,No Match,0,,No match found,300.0M x 300.0M,$469.00
TXG 03,TXG 03- B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH_00,,Primary,AT&T,AT&T,AT&T,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,
TXH_00,,Secondary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
TXH00,TXH00,Primary,Comcast Workplace,,,No Match,0,,No match found,300.0M x 30.0M,$175.56
TXH00,TXH00 -B,Secondary,AT&T Broadband II,,,No Match,0,,No match found,300.0M x 300.0M,$105.01
TXH 01,TXH 01,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 01,TXH 01 - B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 02,TXH 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 02,TXH 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 03,TXH 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
TXH 03,TXH 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 04,TXH 04- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
TXH 05,TXH 05- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,300.0M x 300.0M,$105.01
TXH 10,TXH 10,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,600.0M x 35.0M,$234.45
TXH 10,TXH 10 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 11,TXH 11- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 12,TXH 12,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 12,TXH 12 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 15,TXH 15,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 15,TXH 15 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 16,TXH 16,Primary,Comcast Workplace,Comcast,,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 17,TXH 17- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 18,TXH 18,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
TXH 18,TXH 18 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 20,TXH 20,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
TXH 20,TXH 20 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 21,TXH 21,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 21,TXH 21 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 22,TXH 22,Primary,Altice,Optimum,Altice,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$212.77
TXH 23,TXH 23,Primary,Altice West,Optimum,Optimum,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$222.23
TXH 24,TXH 24- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 25,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
TXH 26,TXH 26,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
TXH 27,TXH 27,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 27,TXH 27 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 28,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
TXH 29,TXH 29,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 29,TXH 29 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 30,TXH 30,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 30,TXH 30 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 31,TXH 31,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
TXH 31,TXH 31 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 33,TXH 33,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
TXH 33,TXH 33 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 34,TXH 34- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 37,TXH 37,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 37,TXH 37 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
TXH 39,TXH 39,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 39,TXH 39- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 41,TXH 41- B,Secondary,Comcast,AT&T,AT&T Broadband II,No Match,0,,No match found,1000.0M x 1000.0M,$165.01
TXH 43,TXH 43,Primary,Altice West,Optimum,Optimum,Match,100,ARIN (mapped),Mapped match with ARIN,500.0M x 50.0M,$222.23
TXH 43,TXH 43 -B,Secondary,AT&T Broadband II,AT&T,AT&T Enterprises LLC,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
TXH 44,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
TXH 45,TXH 45,Primary,Comcast Workplace,LONE STAR ICE HOUSE,Comcast Workplace,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$234.45
TXH 46,TXH 46,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 48,TXH 48,Primary,Altice,Optimum,Optimum,No Match,0,,No match found,500.0M x 50.0M,$212.77
TXH 49,TXH 49,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
TXH 50,TXH 50,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
